dsID,region,indID,period,value,is_number
reliefweb,BWA,RW002,2004,0,1.0
reliefweb,BWA,RW002,2005,0,1.0
reliefweb,BWA,RW002,2006,0,1.0
reliefweb,BWA,RW002,2007,0,1.0
reliefweb,BWA,RW002,2008,0,1.0
reliefweb,BWA,RW002,2009,1,1.0
reliefweb,BWA,RW002,2010,0,1.0
reliefweb,BWA,RW002,2011,0,1.0
reliefweb,BWA,RW002,2012,0,1.0
reliefweb,BWA,RW002,2013,1,1.0
reliefweb,CAF,RW002,2000,1,1.0
reliefweb,CAF,RW002,2001,0,1.0
reliefweb,CAF,RW002,2002,0,1.0
reliefweb,CAF,RW002,2003,0,1.0
reliefweb,CAF,RW002,2004,1,1.0
reliefweb,CAF,RW002,2005,1,1.0
reliefweb,CAF,RW002,2006,0,1.0
reliefweb,CAF,RW002,2007,1,1.0
reliefweb,CAF,RW002,2008,0,1.0
reliefweb,CAF,RW002,2009,2,1.0
reliefweb,CAF,RW002,2010,0,1.0
reliefweb,CAF,RW002,2011,3,1.0
reliefweb,CAF,RW002,2012,3,1.0
reliefweb,CAF,RW002,2013,3,1.0
reliefweb,CIV,RW002,2000,0,1.0
reliefweb,CIV,RW002,2001,0,1.0
reliefweb,CIV,RW002,2002,0,1.0
reliefweb,CIV,RW002,2003,0,1.0
reliefweb,CIV,RW002,2004,0,1.0
reliefweb,CIV,RW002,2005,0,1.0
reliefweb,CIV,RW002,2006,1,1.0
reliefweb,CIV,RW002,2007,1,1.0
reliefweb,CIV,RW002,2008,0,1.0
reliefweb,CIV,RW002,2009,2,1.0
reliefweb,CIV,RW002,2010,0,1.0
reliefweb,CIV,RW002,2011,0,1.0
reliefweb,CIV,RW002,2012,0,1.0
reliefweb,CIV,RW002,2013,0,1.0
reliefweb,CMR,RW002,2000,0,1.0
reliefweb,CMR,RW002,2001,0,1.0
reliefweb,CMR,RW002,2002,0,1.0
reliefweb,CMR,RW002,2003,1,1.0
reliefweb,CMR,RW002,2004,0,1.0
reliefweb,CMR,RW002,2005,0,1.0
reliefweb,CMR,RW002,2006,0,1.0
reliefweb,CMR,RW002,2007,1,1.0
reliefweb,CMR,RW002,2008,1,1.0
reliefweb,CMR,RW002,2009,2,1.0
reliefweb,CMR,RW002,2010,1,1.0
reliefweb,CMR,RW002,2011,1,1.0
reliefweb,CMR,RW002,2012,2,1.0
reliefweb,CMR,RW002,2013,2,1.0
reliefweb,COD,RW002,2000,0,1.0
reliefweb,COD,RW002,2001,1,1.0
reliefweb,COD,RW002,2002,1,1.0
reliefweb,COD,RW002,2003,2,1.0
reliefweb,COD,RW002,2004,0,1.0
reliefweb,COD,RW002,2005,1,1.0
reliefweb,COD,RW002,2006,2,1.0
reliefweb,COD,RW002,2007,1,1.0
reliefweb,COD,RW002,2008,3,1.0
reliefweb,COD,RW002,2009,1,1.0
reliefweb,COD,RW002,2010,3,1.0
reliefweb,COD,RW002,2011,1,1.0
reliefweb,COD,RW002,2012,3,1.0
reliefweb,COD,RW002,2013,1,1.0
reliefweb,COG,RW002,2000,0,1.0
reliefweb,COG,RW002,2001,0,1.0
reliefweb,COG,RW002,2002,0,1.0
reliefweb,COG,RW002,2003,0,1.0
reliefweb,COG,RW002,2004,0,1.0
reliefweb,COG,RW002,2005,0,1.0
reliefweb,COG,RW002,2006,1,1.0
reliefweb,COG,RW002,2007,1,1.0
reliefweb,COG,RW002,2008,0,1.0
reliefweb,COG,RW002,2009,0,1.0
reliefweb,COG,RW002,2010,0,1.0
reliefweb,COG,RW002,2011,2,1.0
reliefweb,COG,RW002,2012,2,1.0
reliefweb,COG,RW002,2013,1,1.0
reliefweb,COL,RW002,2000,1,1.0
reliefweb,COL,RW002,2001,0,1.0
reliefweb,COL,RW002,2002,1,1.0
reliefweb,COL,RW002,2003,1,1.0
reliefweb,COL,RW002,2004,3,1.0
reliefweb,COL,RW002,2005,5,1.0
reliefweb,COL,RW002,2006,2,1.0
reliefweb,COL,RW002,2007,2,1.0
reliefweb,COL,RW002,2008,8,1.0
reliefweb,COL,RW002,2009,5,1.0
reliefweb,COL,RW002,2010,2,1.0
reliefweb,COL,RW002,2011,3,1.0
reliefweb,COL,RW002,2012,2,1.0
reliefweb,COL,RW002,2013,3,1.0
reliefweb,DJI,RW002,2000,0,1.0
reliefweb,DJI,RW002,2001,0,1.0
reliefweb,DJI,RW002,2002,1,1.0
reliefweb,DJI,RW002,2003,0,1.0
reliefweb,DJI,RW002,2004,1,1.0
reliefweb,DJI,RW002,2005,0,1.0
reliefweb,DJI,RW002,2006,0,1.0
reliefweb,DJI,RW002,2007,0,1.0
reliefweb,DJI,RW002,2008,0,1.0
reliefweb,DJI,RW002,2009,0,1.0
reliefweb,DJI,RW002,2010,0,1.0
reliefweb,DJI,RW002,2011,0,1.0
reliefweb,DJI,RW002,2012,0,1.0
reliefweb,DJI,RW002,2013,0,1.0
reliefweb,DOM,RW002,2000,0,1.0
reliefweb,DOM,RW002,2001,0,1.0
reliefweb,DOM,RW002,2002,0,1.0
reliefweb,DOM,RW002,2003,2,1.0
reliefweb,DOM,RW002,2004,1,1.0
reliefweb,DOM,RW002,2005,0,1.0
reliefweb,DOM,RW002,2006,0,1.0
reliefweb,DOM,RW002,2007,0,1.0
reliefweb,DOM,RW002,2008,1,1.0
reliefweb,DOM,RW002,2009,2,1.0
reliefweb,DOM,RW002,2010,2,1.0
reliefweb,DOM,RW002,2011,2,1.0
reliefweb,DOM,RW002,2012,1,1.0
reliefweb,DOM,RW002,2013,0,1.0
reliefweb,DZA,RW002,2000,0,1.0
reliefweb,DZA,RW002,2001,1,1.0
reliefweb,DZA,RW002,2002,1,1.0
reliefweb,DZA,RW002,2003,1,1.0
reliefweb,DZA,RW002,2004,2,1.0
reliefweb,DZA,RW002,2005,0,1.0
reliefweb,DZA,RW002,2006,2,1.0
reliefweb,DZA,RW002,2007,2,1.0
reliefweb,DZA,RW002,2008,1,1.0
reliefweb,DZA,RW002,2009,0,1.0
reliefweb,DZA,RW002,2010,0,1.0
reliefweb,DZA,RW002,2011,0,1.0
reliefweb,DZA,RW002,2012,0,1.0
reliefweb,DZA,RW002,2013,0,1.0
reliefweb,EGY,RW002,2000,0,1.0
reliefweb,EGY,RW002,2001,0,1.0
reliefweb,EGY,RW002,2002,0,1.0
reliefweb,EGY,RW002,2003,0,1.0
reliefweb,EGY,RW002,2004,0,1.0
reliefweb,EGY,RW002,2005,0,1.0
reliefweb,EGY,RW002,2006,0,1.0
reliefweb,EGY,RW002,2007,0,1.0
reliefweb,EGY,RW002,2008,1,1.0
reliefweb,EGY,RW002,2009,0,1.0
reliefweb,EGY,RW002,2010,1,1.0
reliefweb,EGY,RW002,2011,0,1.0
reliefweb,EGY,RW002,2012,0,1.0
reliefweb,EGY,RW002,2013,0,1.0
reliefweb,ERI,RW002,2000,0,1.0
reliefweb,ERI,RW002,2001,0,1.0
reliefweb,ERI,RW002,2002,0,1.0
reliefweb,ERI,RW002,2003,0,1.0
reliefweb,ERI,RW002,2004,0,1.0
reliefweb,ERI,RW002,2005,1,1.0
reliefweb,ERI,RW002,2006,0,1.0
reliefweb,ERI,RW002,2007,0,1.0
reliefweb,ERI,RW002,2008,0,1.0
reliefweb,ERI,RW002,2009,0,1.0
reliefweb,ERI,RW002,2010,0,1.0
reliefweb,ERI,RW002,2011,0,1.0
reliefweb,ERI,RW002,2012,0,1.0
reliefweb,ERI,RW002,2013,0,1.0
reliefweb,ETH,RW002,2000,1,1.0
reliefweb,ETH,RW002,2001,0,1.0
reliefweb,ETH,RW002,2002,1,1.0
reliefweb,ETH,RW002,2003,1,1.0
reliefweb,ETH,RW002,2004,0,1.0
reliefweb,ETH,RW002,2005,1,1.0
reliefweb,ETH,RW002,2006,2,1.0
reliefweb,ETH,RW002,2007,2,1.0
reliefweb,ETH,RW002,2008,2,1.0
reliefweb,ETH,RW002,2009,0,1.0
reliefweb,ETH,RW002,2010,1,1.0
reliefweb,ETH,RW002,2011,1,1.0
reliefweb,ETH,RW002,2012,1,1.0
reliefweb,ETH,RW002,2013,2,1.0
reliefweb,GIN,RW002,2000,0,1.0
reliefweb,GIN,RW002,2001,1,1.0
reliefweb,GIN,RW002,2002,0,1.0
reliefweb,GIN,RW002,2003,0,1.0
reliefweb,GIN,RW002,2004,0,1.0
reliefweb,GIN,RW002,2005,0,1.0
reliefweb,GIN,RW002,2006,1,1.0
reliefweb,GIN,RW002,2007,0,1.0
reliefweb,GIN,RW002,2008,0,1.0
reliefweb,GIN,RW002,2009,2,1.0
reliefweb,GIN,RW002,2010,0,1.0
reliefweb,GIN,RW002,2011,1,1.0
reliefweb,GIN,RW002,2012,1,1.0
reliefweb,GIN,RW002,2013,0,1.0
reliefweb,GMB,RW002,2000,0,1.0
reliefweb,GMB,RW002,2001,0,1.0
reliefweb,GMB,RW002,2002,0,1.0
reliefweb,GMB,RW002,2003,1,1.0
reliefweb,GMB,RW002,2004,1,1.0
reliefweb,GMB,RW002,2005,1,1.0
reliefweb,GMB,RW002,2006,0,1.0
reliefweb,GMB,RW002,2007,1,1.0
reliefweb,GMB,RW002,2008,1,1.0
reliefweb,GMB,RW002,2009,2,1.0
reliefweb,GMB,RW002,2010,0,1.0
reliefweb,GMB,RW002,2011,0,1.0
reliefweb,GMB,RW002,2012,1,1.0
reliefweb,GMB,RW002,2013,0,1.0
reliefweb,GNB,RW002,2000,0,1.0
reliefweb,GNB,RW002,2001,0,1.0
reliefweb,GNB,RW002,2002,0,1.0
reliefweb,GNB,RW002,2003,0,1.0
reliefweb,GNB,RW002,2004,0,1.0
reliefweb,GNB,RW002,2005,0,1.0
reliefweb,GNB,RW002,2006,0,1.0
reliefweb,GNB,RW002,2007,0,1.0
reliefweb,GNB,RW002,2008,0,1.0
reliefweb,GNB,RW002,2009,0,1.0
reliefweb,GNB,RW002,2010,0,1.0
reliefweb,GNB,RW002,2011,0,1.0
reliefweb,GNB,RW002,2012,0,1.0
reliefweb,GNB,RW002,2013,0,1.0
reliefweb,GTM,RW002,2000,1,1.0
reliefweb,GTM,RW002,2001,0,1.0
reliefweb,GTM,RW002,2002,2,1.0
reliefweb,GTM,RW002,2003,1,1.0
reliefweb,GTM,RW002,2004,0,1.0
reliefweb,GTM,RW002,2005,2,1.0
reliefweb,GTM,RW002,2006,0,1.0
reliefweb,GTM,RW002,2007,1,1.0
reliefweb,GTM,RW002,2008,2,1.0
reliefweb,GTM,RW002,2009,3,1.0
reliefweb,GTM,RW002,2010,3,1.0
reliefweb,GTM,RW002,2011,4,1.0
reliefweb,GTM,RW002,2012,3,1.0
reliefweb,GTM,RW002,2013,0,1.0
reliefweb,HND,RW002,2000,0,1.0
reliefweb,HND,RW002,2001,0,1.0
reliefweb,HND,RW002,2002,1,1.0
reliefweb,HND,RW002,2003,1,1.0
reliefweb,HND,RW002,2004,0,1.0
reliefweb,HND,RW002,2005,0,1.0
reliefweb,HND,RW002,2006,0,1.0
reliefweb,HND,RW002,2007,0,1.0
reliefweb,HND,RW002,2008,1,1.0
reliefweb,HND,RW002,2009,0,1.0
reliefweb,HND,RW002,2010,0,1.0
reliefweb,HND,RW002,2011,2,1.0
reliefweb,HND,RW002,2012,1,1.0
reliefweb,HND,RW002,2013,1,1.0
reliefweb,HTI,RW002,2000,0,1.0
reliefweb,HTI,RW002,2001,0,1.0
reliefweb,HTI,RW002,2002,1,1.0
reliefweb,HTI,RW002,2003,1,1.0
reliefweb,HTI,RW002,2004,0,1.0
reliefweb,HTI,RW002,2005,2,1.0
reliefweb,HTI,RW002,2006,2,1.0
reliefweb,HTI,RW002,2007,2,1.0
reliefweb,HTI,RW002,2008,1,1.0
reliefweb,HTI,RW002,2009,2,1.0
reliefweb,HTI,RW002,2010,4,1.0
reliefweb,HTI,RW002,2011,2,1.0
reliefweb,HTI,RW002,2012,3,1.0
reliefweb,HTI,RW002,2013,1,1.0
reliefweb,IDN,RW002,2000,5,1.0
reliefweb,IDN,RW002,2001,3,1.0
reliefweb,IDN,RW002,2002,3,1.0
reliefweb,IDN,RW002,2003,4,1.0
reliefweb,IDN,RW002,2004,7,1.0
reliefweb,IDN,RW002,2005,6,1.0
reliefweb,IDN,RW002,2006,14,1.0
reliefweb,IDN,RW002,2007,11,1.0
reliefweb,IDN,RW002,2008,4,1.0
reliefweb,IDN,RW002,2009,7,1.0
reliefweb,IDN,RW002,2010,7,1.0
reliefweb,IDN,RW002,2011,3,1.0
reliefweb,IDN,RW002,2012,3,1.0
reliefweb,IDN,RW002,2013,3,1.0
reliefweb,IRQ,RW002,2000,0,1.0
reliefweb,IRQ,RW002,2001,0,1.0
reliefweb,IRQ,RW002,2002,0,1.0
reliefweb,IRQ,RW002,2003,0,1.0
reliefweb,IRQ,RW002,2004,0,1.0
reliefweb,IRQ,RW002,2005,0,1.0
reliefweb,IRQ,RW002,2006,1,1.0
reliefweb,IRQ,RW002,2007,0,1.0
reliefweb,IRQ,RW002,2008,0,1.0
reliefweb,IRQ,RW002,2009,1,1.0
reliefweb,IRQ,RW002,2010,0,1.0
reliefweb,IRQ,RW002,2011,1,1.0
reliefweb,IRQ,RW002,2012,0,1.0
reliefweb,IRQ,RW002,2013,0,1.0
reliefweb,JAM,RW002,2000,0,1.0
reliefweb,JAM,RW002,2001,0,1.0
reliefweb,JAM,RW002,2002,1,1.0
reliefweb,JAM,RW002,2003,0,1.0
reliefweb,JAM,RW002,2004,0,1.0
reliefweb,JAM,RW002,2005,0,1.0
reliefweb,JAM,RW002,2006,1,1.0
reliefweb,JAM,RW002,2007,0,1.0
reliefweb,JAM,RW002,2008,0,1.0
reliefweb,JAM,RW002,2009,0,1.0
reliefweb,JAM,RW002,2010,0,1.0
reliefweb,JAM,RW002,2011,0,1.0
reliefweb,JAM,RW002,2012,0,1.0
reliefweb,JAM,RW002,2013,0,1.0
reliefweb,JOR,RW002,2000,0,1.0
reliefweb,JOR,RW002,2001,0,1.0
reliefweb,JOR,RW002,2002,0,1.0
reliefweb,JOR,RW002,2003,0,1.0
reliefweb,JOR,RW002,2004,0,1.0
reliefweb,JOR,RW002,2005,0,1.0
reliefweb,JOR,RW002,2006,0,1.0
reliefweb,JOR,RW002,2007,0,1.0
reliefweb,JOR,RW002,2008,0,1.0
reliefweb,JOR,RW002,2009,0,1.0
reliefweb,JOR,RW002,2010,0,1.0
reliefweb,JOR,RW002,2011,0,1.0
reliefweb,JOR,RW002,2012,0,1.0
reliefweb,JOR,RW002,2013,0,1.0
reliefweb,KEN,RW002,2000,0,1.0
reliefweb,KEN,RW002,2001,0,1.0
reliefweb,KEN,RW002,2002,1,1.0
reliefweb,KEN,RW002,2003,0,1.0
reliefweb,KEN,RW002,2004,1,1.0
reliefweb,KEN,RW002,2005,0,1.0
reliefweb,KEN,RW002,2006,1,1.0
reliefweb,KEN,RW002,2007,4,1.0
reliefweb,KEN,RW002,2008,2,1.0
reliefweb,KEN,RW002,2009,2,1.0
reliefweb,KEN,RW002,2010,3,1.0
reliefweb,KEN,RW002,2011,1,1.0
reliefweb,KEN,RW002,2012,1,1.0
reliefweb,KEN,RW002,2013,2,1.0
reliefweb,KGZ,RW002,2000,0,1.0
reliefweb,KGZ,RW002,2001,0,1.0
reliefweb,KGZ,RW002,2002,0,1.0
reliefweb,KGZ,RW002,2003,1,1.0
reliefweb,KGZ,RW002,2004,2,1.0
reliefweb,KGZ,RW002,2005,2,1.0
reliefweb,KGZ,RW002,2006,2,1.0
reliefweb,KGZ,RW002,2007,0,1.0
reliefweb,KGZ,RW002,2008,3,1.0
reliefweb,KGZ,RW002,2009,0,1.0
reliefweb,KGZ,RW002,2010,1,1.0
reliefweb,KGZ,RW002,2011,0,1.0
reliefweb,KGZ,RW002,2012,2,1.0
reliefweb,KGZ,RW002,2013,0,1.0
reliefweb,KHM,RW002,2000,2,1.0
reliefweb,KHM,RW002,2001,1,1.0
reliefweb,KHM,RW002,2002,3,1.0
reliefweb,KHM,RW002,2003,0,1.0
reliefweb,KHM,RW002,2004,0,1.0
reliefweb,KHM,RW002,2005,0,1.0
reliefweb,KHM,RW002,2006,1,1.0
reliefweb,KHM,RW002,2007,0,1.0
reliefweb,KHM,RW002,2008,0,1.0
reliefweb,KHM,RW002,2009,2,1.0
reliefweb,KHM,RW002,2010,1,1.0
reliefweb,KHM,RW002,2011,1,1.0
reliefweb,KHM,RW002,2012,0,1.0
reliefweb,KHM,RW002,2013,1,1.0
reliefweb,LAO,RW002,2000,1,1.0
reliefweb,LAO,RW002,2001,0,1.0
reliefweb,LAO,RW002,2002,1,1.0
reliefweb,LAO,RW002,2003,0,1.0
reliefweb,LAO,RW002,2004,0,1.0
reliefweb,LAO,RW002,2005,0,1.0
reliefweb,LAO,RW002,2006,0,1.0
reliefweb,LAO,RW002,2007,0,1.0
reliefweb,LAO,RW002,2008,1,1.0
reliefweb,LAO,RW002,2009,0,1.0
reliefweb,LAO,RW002,2010,0,1.0
reliefweb,LAO,RW002,2011,0,1.0
reliefweb,LAO,RW002,2012,0,1.0
reliefweb,LAO,RW002,2013,2,1.0
reliefweb,LBN,RW002,2000,0,1.0
reliefweb,LBN,RW002,2001,0,1.0
reliefweb,LBN,RW002,2002,0,1.0
reliefweb,LBN,RW002,2003,0,1.0
reliefweb,LBN,RW002,2004,0,1.0
reliefweb,LBN,RW002,2005,0,1.0
reliefweb,LBN,RW002,2006,0,1.0
reliefweb,LBN,RW002,2007,0,1.0
reliefweb,LBN,RW002,2008,0,1.0
reliefweb,LBN,RW002,2009,0,1.0
reliefweb,LBN,RW002,2010,0,1.0
reliefweb,LBN,RW002,2011,0,1.0
reliefweb,LBN,RW002,2012,0,1.0
reliefweb,LBN,RW002,2013,0,1.0
reliefweb,LBR,RW002,2000,0,1.0
reliefweb,LBR,RW002,2001,0,1.0
reliefweb,LBR,RW002,2002,0,1.0
reliefweb,LBR,RW002,2003,0,1.0
reliefweb,LBR,RW002,2004,0,1.0
reliefweb,LBR,RW002,2005,0,1.0
reliefweb,LBR,RW002,2006,0,1.0
reliefweb,LBR,RW002,2007,1,1.0
reliefweb,LBR,RW002,2008,0,1.0
reliefweb,LBR,RW002,2009,1,1.0
reliefweb,LBR,RW002,2010,0,1.0
reliefweb,LBR,RW002,2011,0,1.0
reliefweb,LBR,RW002,2012,0,1.0
reliefweb,LBR,RW002,2013,0,1.0
reliefweb,LBY,RW002,2000,0,1.0
reliefweb,LBY,RW002,2001,0,1.0
reliefweb,LBY,RW002,2002,0,1.0
reliefweb,LBY,RW002,2003,0,1.0
reliefweb,LBY,RW002,2004,0,1.0
reliefweb,LBY,RW002,2005,0,1.0
reliefweb,LBY,RW002,2006,0,1.0
reliefweb,LBY,RW002,2007,0,1.0
reliefweb,LBY,RW002,2008,0,1.0
reliefweb,LBY,RW002,2009,0,1.0
reliefweb,LBY,RW002,2010,0,1.0
reliefweb,LBY,RW002,2011,0,1.0
reliefweb,LBY,RW002,2012,0,1.0
reliefweb,LBY,RW002,2013,0,1.0
reliefweb,LKA,RW002,2000,1,1.0
reliefweb,LKA,RW002,2001,1,1.0
reliefweb,LKA,RW002,2002,2,1.0
reliefweb,LKA,RW002,2003,1,1.0
reliefweb,LKA,RW002,2004,0,1.0
reliefweb,LKA,RW002,2005,1,1.0
reliefweb,LKA,RW002,2006,2,1.0
reliefweb,LKA,RW002,2007,3,1.0
reliefweb,LKA,RW002,2008,3,1.0
reliefweb,LKA,RW002,2009,3,1.0
reliefweb,LKA,RW002,2010,2,1.0
reliefweb,LKA,RW002,2011,1,1.0
reliefweb,LKA,RW002,2012,3,1.0
reliefweb,LKA,RW002,2013,0,1.0
reliefweb,LSO,RW002,2000,0,1.0
reliefweb,LSO,RW002,2001,0,1.0
reliefweb,LSO,RW002,2002,0,1.0
reliefweb,LSO,RW002,2003,0,1.0
reliefweb,LSO,RW002,2004,0,1.0
reliefweb,LSO,RW002,2005,0,1.0
reliefweb,LSO,RW002,2006,0,1.0
reliefweb,LSO,RW002,2007,0,1.0
reliefweb,LSO,RW002,2008,0,1.0
reliefweb,LSO,RW002,2009,0,1.0
reliefweb,LSO,RW002,2010,0,1.0
reliefweb,LSO,RW002,2011,0,1.0
reliefweb,LSO,RW002,2012,1,1.0
reliefweb,LSO,RW002,2013,0,1.0
reliefweb,MDG,RW002,2000,3,1.0
reliefweb,MDG,RW002,2001,0,1.0
reliefweb,MDG,RW002,2002,3,1.0
reliefweb,MDG,RW002,2003,2,1.0
reliefweb,MDG,RW002,2004,2,1.0
reliefweb,MDG,RW002,2005,1,1.0
reliefweb,MDG,RW002,2006,2,1.0
reliefweb,MDG,RW002,2007,3,1.0
reliefweb,MDG,RW002,2008,2,1.0
reliefweb,MDG,RW002,2009,3,1.0
reliefweb,MDG,RW002,2010,1,1.0
reliefweb,MDG,RW002,2011,1,1.0
reliefweb,MDG,RW002,2012,2,1.0
reliefweb,MDG,RW002,2013,2,1.0
reliefweb,MLI,RW002,2000,0,1.0
reliefweb,MLI,RW002,2001,1,1.0
reliefweb,MLI,RW002,2002,0,1.0
reliefweb,MLI,RW002,2003,0,1.0
reliefweb,MLI,RW002,2004,0,1.0
reliefweb,MLI,RW002,2005,0,1.0
reliefweb,MLI,RW002,2006,0,1.0
reliefweb,MLI,RW002,2007,1,1.0
reliefweb,MLI,RW002,2008,0,1.0
reliefweb,MLI,RW002,2009,1,1.0
reliefweb,MLI,RW002,2010,1,1.0
reliefweb,MLI,RW002,2011,3,1.0
reliefweb,MLI,RW002,2012,1,1.0
reliefweb,MLI,RW002,2013,1,1.0
reliefweb,MMR,RW002,2000,0,1.0
reliefweb,MMR,RW002,2001,0,1.0
reliefweb,MMR,RW002,2002,0,1.0
reliefweb,MMR,RW002,2003,0,1.0
reliefweb,MMR,RW002,2004,1,1.0
reliefweb,MMR,RW002,2005,1,1.0
reliefweb,MMR,RW002,2006,1,1.0
reliefweb,MMR,RW002,2007,0,1.0
reliefweb,MMR,RW002,2008,1,1.0
reliefweb,MMR,RW002,2009,2,1.0
reliefweb,MMR,RW002,2010,2,1.0
reliefweb,MMR,RW002,2011,2,1.0
reliefweb,MMR,RW002,2012,2,1.0
reliefweb,MMR,RW002,2013,1,1.0
reliefweb,MNG,RW002,2000,2,1.0
reliefweb,MNG,RW002,2001,0,1.0
reliefweb,MNG,RW002,2002,1,1.0
reliefweb,MNG,RW002,2003,1,1.0
reliefweb,MNG,RW002,2004,0,1.0
reliefweb,MNG,RW002,2005,0,1.0
reliefweb,MNG,RW002,2006,0,1.0
reliefweb,MNG,RW002,2007,0,1.0
reliefweb,MNG,RW002,2008,2,1.0
reliefweb,MNG,RW002,2009,1,1.0
reliefweb,MNG,RW002,2010,1,1.0
reliefweb,MNG,RW002,2011,0,1.0
reliefweb,MNG,RW002,2012,0,1.0
reliefweb,MNG,RW002,2013,0,1.0
reliefweb,MOZ,RW002,2000,0,1.0
reliefweb,MOZ,RW002,2001,1,1.0
reliefweb,MOZ,RW002,2002,0,1.0
reliefweb,MOZ,RW002,2003,2,1.0
reliefweb,MOZ,RW002,2004,1,1.0
reliefweb,MOZ,RW002,2005,0,1.0
reliefweb,MOZ,RW002,2006,1,1.0
reliefweb,MOZ,RW002,2007,0,1.0
reliefweb,MOZ,RW002,2008,1,1.0
reliefweb,MOZ,RW002,2009,0,1.0
reliefweb,MOZ,RW002,2010,0,1.0
reliefweb,MOZ,RW002,2011,0,1.0
reliefweb,MOZ,RW002,2012,0,1.0
reliefweb,MOZ,RW002,2013,1,1.0
reliefweb,MRT,RW002,2000,0,1.0
reliefweb,MRT,RW002,2001,0,1.0
reliefweb,MRT,RW002,2002,1,1.0
reliefweb,MRT,RW002,2003,0,1.0
reliefweb,MRT,RW002,2004,0,1.0
